WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
0,69,0,0,0,0,,,,0,7,2008,WD,Normal,193000
116,0,0,180,0,0,,MnPrv,,0,6,2007,WD,Normal,120000
168,95,0,0,0,0,,,,0,4,2010,New,Partial,395192
182,0,0,0,0,0,,,,0,10,2006,WD,Normal,136900
240,0,0,0,0,0,,MnPrv,,0,12,2007,WD,Normal,144000
0,27,0,0,0,0,,,,0,6,2010,WD,Normal,175500
0,35,0,0,0,0,,MnWw,,0,4,2009,WD,Normal,110000
0,0,0,0,0,0,,,,0,5,2008,WD,Normal,255900
106,0,0,0,0,0,,,,0,5,2010,WD,Normal,110000
0,0,0,0,0,0,,,,0,2,2006,WD,Normal,229000
48,0,244,0,0,0,,MnWw,,0,9,2009,WD,Normal,124900
0,0,0,0,126,0,,MnPrv,,0,8,2007,WD,Normal,164000
165,44,0,0,0,0,,,,0,9,2009,COD,Abnorml,257000
100,36,0,0,0,0,,,,0,12,2007,New,Partial,239000
280,238,0,0,0,0,,,,0,6,2008,WD,Normal,200000
0,0,0,0,0,0,,,,0,7,2006,WD,Family,171000
104,100,0,0,0,0,,,,0,5,2007,WD,Normal,285000
0,72,0,0,252,0,,,,0,6,2009,WD,Normal,193500
0,166,0,0,0,0,,,,0,4,2006,WD,Abnorml,144152
140,45,0,0,0,0,,,,0,8,2008,WD,Normal,250000
0,56,0,0,0,0,,,,0,6,2007,WD,Normal,248000
380,48,0,0,0,0,,,,0,6,2007,WD,Normal,302000
519,112,0,0,0,0,,,,0,3,2006,WD,Normal,326000
140,0,0,0,0,0,,,,0,9,2008,WD,Normal,127500
144,68,0,0,0,0,,,,0,9,2007,WD,Normal,180000
0,144,0,0,0,0,,MnPrv,,0,3,2008,WD,Normal,89500
0,0,0,0,0,0,,,,0,6,2010,WD,Normal,190000
168,120,0,0,0,0,,,,0,10,2008,WD,Normal,189000
100,38,0,0,0,0,,,,0,7,2008,WD,Normal,192000
120,0,0,0,0,0,,,,0,5,2007,WD,Normal,94750
327,64,0,0,0,0,,,,0,2,2009,WD,Normal,320000
0,0,164,0,0,0,,MnPrv,,0,2,2010,WD,Normal,128000
0,0,0,0,0,0,,,,0,6,2006,WD,Normal,135000
0,0,0,0,0,0,,,,0,6,2009,WD,Alloca,118964
88,0,0,0,0,0,,,,0,6,2008,WD,Normal,81000
238,0,0,0,0,0,,,,0,8,2009,WD,Normal,88000
404,102,0,0,0,0,,,,0,11,2009,WD,Normal,325000
0,0,0,0,0,0,,GdWo,,0,9,2008,WD,Normal,139950
0,49,0,0,0,0,,,,0,2,2007,New,Partial,147000
468,81,0,0,0,0,,,,0,1,2006,WD,Normal,205000
0,0,0,0,0,0,,GdWo,,0,8,2008,WD,Normal,127000
206,0,0,0,0,0,,,,0,11,2007,WD,Normal,174000
120,25,0,0,0,0,,,,0,7,2008,WD,Normal,191000
0,0,0,0,0,0,,,,0,8,2008,WD,Normal,89500
0,113,0,0,0,0,,,,0,8,2009,WD,Normal,113000
262,24,0,0,0,0,,,,0,7,2008,WD,Normal,179500
168,0,0,0,0,0,,,,0,7,2007,WD,Normal,305900
80,64,0,0,0,0,,,,0,4,2007,New,Partial,155000
0,36,190,0,0,0,,,,0,4,2006,WD,Normal,93000
0,87,0,0,200,0,,,,0,6,2007,WD,Normal,257500
0,98,0,0,0,0,,,Shed,500,6,2007,WD,Normal,277000
296,44,0,0,0,0,,,,0,4,2010,WD,Normal,328000
0,52,0,0,0,0,,GdPrv,,0,6,2007,WD,Normal,165000
0,0,0,0,0,0,,,,0,6,2007,WD,Normal,129500
0,162,0,0,0,0,,,,0,5,2007,WD,Normal,204750
431,0,0,0,0,0,,,,0,9,2008,WD,Normal,191000
0,38,0,0,0,0,,,,0,4,2010,WD,Normal,165500
0,38,0,0,0,0,,,,0,2,2006,WD,Normal,173000
0,0,0,0,0,0,,,,0,6,2006,WD,Normal,119500
0,0,0,0,0,0,,MnPrv,,0,11,2009,COD,Normal,127500
0,48,143,0,0,0,,,,0,7,2007,WD,Normal,159500
418,0,194,0,0,0,,,,0,6,2008,WD,Normal,153900
0,0,0,0,0,0,,,,0,7,2006,WD,Normal,129900
0,0,0,0,0,0,,MnPrv,,0,6,2009,WD,Family,152000
371,0,0,0,0,0,,,,0,2,2009,WD,Normal,185000
0,0,0,0,0,0,,MnPrv,,0,1,2008,WD,Normal,127000
120,72,0,0,0,0,,,Shed,700,5,2009,WD,Normal,168500
180,130,0,0,0,0,,,,0,6,2007,WD,Normal,269790
144,99,0,0,0,0,,,,0,10,2008,WD,Normal,245000
224,137,0,0,0,0,,,,0,3,2008,WD,Normal,256000
0,0,0,0,0,0,,,,0,12,2006,WD,Abnorml,135000
0,0,90,0,0,0,,,,0,5,2006,WD,Normal,87000
0,90,0,0,0,0,,,,0,8,2006,New,Partial,239799
0,22,0,0,0,0,,,,0,8,2007,New,Partial,176485
0,0,0,0,0,0,,,,0,10,2006,WD,Normal,116000
195,130,0,0,0,0,,,,0,10,2009,New,Partial,370878
220,21,0,0,0,0,,,,0,6,2007,WD,Normal,176000
0,0,0,0,0,0,,GdPrv,,0,5,2010,WD,Normal,152000
0,0,0,0,0,0,,,,0,4,2010,WD,Normal,149900
0,40,0,0,0,0,,,,0,5,2007,WD,Normal,168000
268,0,0,0,0,0,,,,0,4,2010,WD,Normal,260000
0,0,0,168,0,0,,GdPrv,,0,6,2009,WD,Normal,214000
0,118,0,0,233,0,,,,0,1,2009,COD,Abnorml,137500
0,0,0,0,184,0,,,,0,6,2007,WD,Normal,169500
64,0,39,0,0,0,,,,0,4,2007,WD,Normal,118500
728,20,0,0,0,0,,GdPrv,,0,6,2006,WD,Normal,151400
0,35,0,0,0,0,,,,0,8,2006,New,Partial,173900
81,207,0,0,224,0,,,,0,10,2007,WD,Normal,268000
120,49,0,0,0,0,,,,0,10,2007,WD,Normal,202500
0,120,0,0,0,0,,,,0,5,2006,New,Partial,185000
0,40,0,0,0,0,,,,0,2,2010,WD,Normal,214900
168,228,0,0,0,0,,,,0,12,2007,New,Partial,318000
216,0,0,0,0,0,,,,0,3,2009,WD,Abnorml,97000
0,40,0,0,0,0,,,,0,4,2006,WD,Normal,130000
55,0,0,0,0,0,,,,0,6,2009,WD,Normal,104900
66,0,0,0,0,0,,GdWo,,0,11,2009,WD,Normal,123000
367,0,0,0,0,0,,,,0,5,2010,WD,Normal,320000
136,0,115,0,0,0,,,,0,3,2007,WD,Normal,127000
263,0,0,0,0,0,,GdWo,Shed,450,5,2010,WD,Normal,76500
58,0,0,0,0,0,,MnPrv,,0,3,2009,WD,Normal,133000
0,4,0,0,0,0,,,,0,1,2008,WD,Normal,118000
0,176,0,0,0,0,,,,0,6,2007,WD,Normal,120000
100,24,0,0,0,0,,,,0,7,2007,New,Partial,179540
192,0,0,0,0,0,,,,0,2,2006,WD,Normal,230000
140,0,0,0,0,0,,,,0,5,2009,WD,Normal,140000
196,134,0,0,0,0,,,,0,8,2008,New,Partial,426000
0,0,208,0,0,0,,,,0,5,2009,WD,Normal,117000
0,0,0,0,90,0,,,,0,7,2008,WD,Normal,235000
0,47,120,0,0,0,,,,0,9,2006,COD,Normal,108000
214,292,0,0,0,480,Gd,,,0,1,2008,New,Partial,160000
316,28,0,0,0,0,,GdWo,,0,6,2007,WD,Normal,144000
0,150,0,0,0,0,,,,0,12,2009,New,Partial,263435
0,0,0,0,156,0,,,,0,5,2008,WD,Normal,135000
0,80,0,290,0,0,,,,0,6,2006,WD,Normal,262500
0,0,0,0,0,0,,,,0,11,2006,ConLI,Abnorml,125000
0,108,0,0,0,0,,,,0,2,2008,WD,Normal,226700
0,20,0,0,192,0,,,,0,6,2007,WD,Normal,135000
187,56,0,0,0,0,,,,0,4,2009,WD,Normal,190000
0,54,20,0,0,0,,,,0,12,2008,WD,Normal,122000
160,22,0,0,0,0,,,,0,5,2007,WD,Normal,187500
180,0,0,0,0,0,,MnPrv,Shed,2000,5,2010,WD,Normal,272000
0,0,0,0,0,0,,,,0,7,2006,WD,Normal,172500
0,0,0,0,168,0,,,,0,6,2010,WD,Normal,125500
0,0,0,0,0,0,,,,0,9,2006,WD,Normal,123500
168,55,0,0,0,0,,,,0,7,2006,New,Partial,193879
0,0,192,0,0,0,,,,0,3,2007,WD,Normal,87000
120,0,0,0,0,0,,,,0,3,2009,WD,Normal,184100
0,0,99,0,0,0,,,,0,4,2007,WD,Normal,182900
36,56,0,0,0,0,,,,0,7,2006,WD,Abnorml,84500
235,204,228,0,0,0,,,Shed,350,11,2009,WD,Normal,200000
0,45,0,0,0,0,,,,0,6,2008,WD,Normal,183000
224,42,0,0,0,0,,,,0,10,2008,WD,Normal,193500
0,0,0,0,0,0,,,,0,3,2007,WD,Normal,131000
536,90,0,0,0,0,,MnPrv,,0,8,2007,WD,Normal,134000
303,30,0,0,0,0,,,,0,7,2009,WD,Normal,165500
0,48,0,0,0,0,,,,0,8,2008,ConLD,Normal,125000
0,0,137,0,0,0,,GdWo,,0,7,2009,WD,Normal,78000
192,60,0,0,0,0,,,,0,11,2007,WD,Normal,179600
0,0,0,0,0,0,,,,0,5,2008,WD,Normal,130000
160,50,0,0,0,0,,,,0,5,2009,WD,Normal,252000
0,96,0,245,0,0,,,,0,5,2008,WD,Normal,231500
0,0,0,0,0,0,,MnPrv,,0,7,2010,WD,Normal,80000
353,0,0,0,90,0,,MnPrv,,0,2,2010,WD,Normal,125000
0,0,0,0,0,0,,,,0,7,2007,CWD,Normal,219500
342,40,0,0,0,0,,MnPrv,,0,12,2009,WD,Normal,178000
0,0,0,0,0,0,,MnPrv,,0,6,2010,WD,Normal,166000
38,144,0,0,0,0,,,,0,4,2006,WD,Normal,176000
0,100,0,0,0,0,,,,0,9,2006,New,Partial,274725
0,16,0,0,0,0,,,,0,4,2009,WD,Normal,167900
0,48,0,0,0,0,,,,0,3,2008,WD,Normal,160000
88,15,0,0,0,0,,GdWo,,0,8,2007,CWD,Family,136000
0,72,0,0,170,0,,,,0,4,2009,WD,Normal,555000
0,0,84,0,0,0,,,,0,6,2008,WD,Normal,128000
361,76,0,0,0,0,,,,0,7,2006,WD,Normal,625000
224,114,0,0,0,0,,,,0,6,2007,WD,Abnorml,290000
0,0,0,0,0,0,,,,0,7,2009,WD,Normal,82000
0,0,0,0,0,0,,MnPrv,,0,5,2010,WD,Normal,125000
0,45,0,0,0,0,,,,0,3,2006,New,Partial,186500
0,0,0,0,0,0,,,,0,2,2007,WD,Normal,111000
168,108,0,0,0,0,,,,0,7,2009,New,Partial,252678
74,0,128,0,0,0,,MnPrv,,0,5,2009,WD,Normal,110000
0,0,0,0,0,0,,,,0,4,2008,WD,Normal,141000
207,0,96,0,0,0,,,,0,7,2006,WD,Normal,116000
328,128,0,0,189,0,,,,0,6,2008,WD,Normal,167900
156,90,0,0,0,0,,GdPrv,,0,6,2010,WD,Normal,236000
147,0,0,0,0,0,,,,0,7,2009,WD,Normal,103600
100,25,0,0,0,0,,,,0,7,2007,WD,Normal,163900
0,0,116,0,0,0,,,,0,8,2006,WD,Normal,113000
0,140,0,0,0,0,,,,0,5,2008,New,Partial,250580
192,25,0,0,0,0,,,,0,6,2009,WD,Normal,220000
0,64,0,0,0,0,,,,0,4,2007,WD,Normal,126000
335,0,0,0,0,0,,GdWo,,0,7,2009,WD,Normal,139500
192,62,0,0,0,0,,,,0,8,2007,New,Partial,280000
100,16,0,0,0,0,,,,0,3,2008,WD,Normal,159895
0,102,0,0,0,0,,,,0,9,2009,New,Partial,208300
0,0,214,0,0,0,,GdPrv,,0,11,2007,WD,Normal,124000
260,0,0,0,0,0,,,,0,6,2009,WD,Normal,147000
394,0,0,0,0,0,,,,0,6,2006,WD,Normal,117000
0,40,0,0,0,0,,,,0,12,2009,WD,Normal,157500
0,151,0,0,0,0,,,,0,5,2006,WD,AdjLand,81000
0,61,0,0,0,0,,,,0,2,2008,WD,Normal,208500
0,0,0,0,192,0,,MnPrv,,0,6,2007,WD,Normal,156000
486,0,0,0,225,0,,,,0,6,2009,WD,Abnorml,185000
100,0,0,0,0,0,,,,0,5,2008,WD,Normal,167500
0,24,0,0,192,0,,,,0,7,2007,WD,Normal,132500
0,0,0,0,0,0,,,,0,5,2010,WD,Normal,169900
0,70,0,0,0,0,,,,0,8,2006,WD,Normal,196500
0,0,0,0,0,0,,,,0,11,2009,WD,Normal,93000
0,0,0,0,163,0,,GdPrv,,0,5,2008,WD,Normal,177000
0,0,0,0,143,0,,,,0,4,2010,WD,Normal,167500
36,24,0,0,0,0,,,,0,6,2009,WD,Normal,174000
441,35,0,0,0,0,,,,0,6,2006,WD,Normal,239000
0,113,0,0,0,0,,,,0,6,2006,WD,Normal,110000
53,0,0,0,0,0,,,,0,6,2006,WD,Normal,84500
0,0,0,0,0,0,,,,0,11,2008,WD,Normal,242000
224,0,0,0,0,0,,,,0,8,2008,WD,Abnorml,175000
0,36,0,0,0,0,,,,0,3,2009,WD,Normal,174000
0,288,0,0,0,0,,,,0,5,2006,WD,Normal,129000
0,29,0,0,0,0,,,,0,7,2006,WD,Normal,109900
0,0,0,0,0,0,,,,0,6,2009,WD,Normal,90000
0,0,40,0,0,0,,,,0,7,2006,WD,Normal,200100
208,364,0,0,0,0,,,,0,8,2007,New,Partial,303477
0,140,0,0,100,0,,,,0,11,2006,WD,Normal,149900
0,0,196,0,0,0,,,Shed,1200,6,2010,WD,Normal,139000
196,187,0,0,0,0,,,,0,12,2008,WD,Normal,228000
123,0,0,0,153,0,,,,0,12,2007,WD,Family,235000
0,21,114,0,0,0,,,,0,7,2006,WD,Normal,225000
52,170,0,0,192,0,,,,0,1,2009,New,Partial,582933
24,48,0,0,0,0,,,,0,7,2009,WD,Normal,244000
0,0,0,0,0,0,,,,0,6,2006,WD,Normal,157000
0,0,0,0,0,0,,,,0,5,2007,WD,Abnorml,110000
122,30,0,0,0,0,,,,0,5,2008,Con,Normal,324000
171,132,0,0,0,0,,,,0,8,2008,WD,Normal,271000
0,116,0,0,0,0,,MnPrv,Shed,700,3,2006,WD,Normal,160000
12,285,0,0,0,0,,MnWw,Shed,480,6,2007,WD,Normal,120000
0,0,0,0,0,0,,GdWo,,0,5,2009,WD,Abnorml,37900
192,39,0,0,0,0,,,,0,1,2010,WD,Normal,237000
306,111,0,0,0,0,,,,0,7,2006,WD,Normal,190000
0,523,115,0,0,0,,GdWo,,0,11,2009,WD,Abnorml,34900
194,45,0,0,0,0,,,,0,9,2006,WD,Normal,315000
108,45,0,0,0,0,,,Shed,400,5,2006,WD,Normal,202500
240,0,0,0,0,0,,,,0,6,2009,WD,Normal,215000
0,0,183,0,0,0,,,,0,10,2007,WD,Normal,152000
288,258,0,0,0,0,,,,0,12,2006,WD,Normal,207500
0,104,0,0,0,0,,GdPrv,,0,8,2009,COD,Abnorml,158000
0,40,0,0,0,0,,,,0,5,2006,WD,Normal,130000
0,0,0,0,0,0,,,,0,4,2010,WD,Normal,244000
0,0,286,0,0,0,,,,0,5,2007,WD,Normal,79000
0,0,100,0,0,0,,MnPrv,,0,1,2008,WD,Normal,55000
574,64,0,0,0,0,,,,0,1,2006,WD,Normal,228000
178,120,0,0,0,0,,,,0,11,2007,New,Partial,325624
0,120,0,0,0,0,,,,0,7,2009,WD,Normal,191000
0,20,0,0,0,0,,,,0,6,2008,COD,Normal,163000
0,36,0,0,0,0,,MnPrv,,0,5,2007,WD,Normal,211000
162,53,0,153,0,0,,,,0,11,2008,New,Partial,392500
0,0,0,0,0,0,,,,0,7,2009,WD,Normal,143000
0,0,112,0,120,0,,MnPrv,Shed,620,7,2006,WD,Abnorml,88000
0,0,32,0,0,0,,MnPrv,,0,8,2006,WD,Normal,133000
0,0,0,0,0,0,,GdWo,,0,5,2010,WD,Normal,144900
201,0,0,0,0,0,,,,0,4,2006,WD,Abnorml,91500
0,0,0,0,0,0,,,,0,7,2009,WD,Normal,137000
0,160,0,0,0,0,,,,0,6,2010,WD,Normal,96500
0,0,112,0,0,0,,MnPrv,,0,2,2008,WD,Normal,149000
0,129,0,0,0,0,,GdPrv,,0,5,2008,WD,Normal,174900
288,48,0,0,0,0,,,,0,5,2010,WD,Normal,216500
192,84,0,0,0,0,,,,0,7,2008,WD,Normal,222500
0,36,0,0,0,0,,MnPrv,Shed,450,3,2010,WD,Normal,161750
0,70,0,0,0,0,,,,0,5,2010,New,Partial,220000
0,0,0,0,0,0,,,,0,7,2007,WD,Normal,150750
0,0,0,0,0,0,,,,0,7,2009,WD,Normal,128000
209,208,0,0,0,0,,MnPrv,,0,2,2006,WD,Normal,179900
500,0,0,0,0,0,,,,0,6,2007,WD,Normal,302000
0,260,0,0,410,0,,GdPrv,,0,6,2006,WD,Normal,475000
0,104,0,0,0,0,,,,0,7,2007,WD,Normal,170000
320,27,0,0,0,0,,,,0,4,2006,WD,Normal,335000
0,0,144,0,0,0,,,,0,8,2007,WD,Normal,115000
0,52,0,0,0,0,,,,0,1,2010,WD,Abnorml,109000
349,40,0,0,0,0,,,,0,9,2009,WD,Normal,316600
0,252,0,0,0,0,,,,0,11,2007,WD,Normal,270000
0,0,0,0,0,0,,MnPrv,,0,5,2010,COD,Abnorml,142000
168,160,0,0,0,0,,,,0,8,2007,WD,Normal,282922
0,125,0,0,0,0,,,,0,5,2006,WD,Normal,164000
0,44,0,0,0,0,,,,0,5,2007,WD,Normal,250000
0,0,0,0,0,0,,MnPrv,Shed,2000,7,2007,WD,Normal,122900
406,90,0,0,0,0,,MnPrv,,0,5,2010,WD,Normal,154000
48,0,0,0,0,0,,,,0,7,2007,WD,Normal,155000
0,0,0,0,0,0,,,,0,1,2009,WD,Normal,60000
0,0,0,0,0,0,,,,0,6,2010,WD,Normal,80000
0,0,0,0,0,0,,GdWo,,0,7,2009,WD,Normal,100000
0,18,0,0,0,0,,GdWo,,0,5,2006,WD,Normal,132500
0,76,0,0,185,0,,,,0,7,2009,WD,Normal,159000
0,0,0,0,0,0,,,,0,7,2009,COD,Normal,124500
140,0,0,0,0,0,,,,0,11,2007,WD,Normal,131500
0,58,0,0,90,0,,,,0,7,2006,WD,Normal,180000
0,0,91,0,0,0,,,,0,10,2009,WD,Normal,76000
147,0,0,0,0,0,,,,0,5,2007,WD,Family,108000
224,0,0,0,0,0,,MnPrv,,0,11,2008,WD,Normal,157000
0,0,0,0,0,0,,,,0,5,2009,WD,Normal,225000
0,0,0,0,0,0,,,,0,7,2006,WD,Family,188000
0,0,0,0,0,0,,,,0,6,2008,WD,Normal,73000
120,101,0,0,0,0,,GdWo,,0,11,2009,WD,Normal,91000
0,234,0,0,0,0,,,,0,6,2009,New,Partial,173733
0,0,0,0,0,0,,,,0,6,2006,WD,Normal,94500
144,133,0,0,0,0,,,,0,7,2008,WD,Normal,210000
44,0,0,0,0,0,,,,0,6,2010,WD,Normal,129000
0,0,0,0,0,0,,MnPrv,Shed,500,7,2007,WD,Normal,148000
0,228,0,0,192,0,,,,0,9,2007,WD,Normal,211000
0,102,0,0,0,0,,,,0,6,2008,WD,Normal,159000
0,0,0,0,0,0,,,,0,6,2009,WD,Normal,197900
0,28,0,0,0,0,,,,0,5,2006,WD,Normal,118000
250,0,24,0,0,0,,,,0,9,2009,WD,Normal,82000
0,74,137,0,0,0,,,,0,10,2007,WD,Normal,170000
0,0,0,0,0,0,,GdWo,,0,7,2009,WD,Normal,136500
180,75,0,0,120,0,,,,0,8,2006,New,Partial,319000
0,0,144,0,0,0,,,,0,3,2007,WD,Normal,101000
0,240,0,0,0,0,,,,0,12,2008,WD,Normal,147000
132,57,0,0,0,0,,,,0,4,2010,WD,Normal,290000
362,0,0,0,0,0,,MnPrv,,0,10,2008,WD,Normal,119500
196,0,150,0,0,0,,GdWo,,0,10,2008,WD,Normal,116000
0,0,0,0,0,0,,,,0,6,2009,WD,Normal,92900
0,0,198,0,0,0,,,,0,10,2009,WD,Normal,105000
124,98,0,0,142,0,,,,0,5,2007,New,Partial,415298
100,48,0,0,0,0,,,,0,7,2007,WD,Normal,215000
112,0,0,0,0,0,,MnPrv,,0,4,2009,WD,Normal,141500
0,98,0,0,0,0,,,,0,3,2010,WD,Normal,132000
0,0,168,0,0,0,,,,0,7,2007,WD,Normal,108500
392,64,0,0,0,0,,,,0,6,2009,WD,Normal,145000
0,341,0,0,0,0,,,,0,10,2006,WD,Normal,163000
0,0,0,0,0,0,,MnPrv,,0,9,2009,WD,Normal,140000
0,0,240,0,0,0,,,,0,7,2009,WD,Normal,110000
45,0,0,0,0,0,,,,0,5,2009,WD,Normal,132500
172,42,0,0,0,0,,,,0,1,2009,WD,Normal,295493
0,116,0,0,0,0,,,,0,11,2007,New,Partial,199900
104,0,0,0,0,0,,,,0,4,2007,WD,Normal,129500
108,0,0,216,0,0,,,,0,11,2008,WD,Normal,224000
140,0,0,0,0,0,,,,0,10,2007,New,Partial,392000
120,0,0,0,0,0,,,,0,3,2009,WD,Alloca,179000
0,32,0,0,0,0,,,,0,6,2007,WD,Normal,184000
0,51,0,0,190,0,,,,0,5,2008,WD,Normal,176500
0,0,96,0,0,0,,,,0,5,2008,COD,Abnorml,98000
120,144,0,0,0,0,,,,0,5,2006,WD,Normal,169000
0,0,0,0,0,0,,GdWo,,0,4,2006,WD,Abnorml,100000
28,0,0,0,0,0,,,,0,4,2009,WD,Normal,148500
0,0,0,0,0,0,,,Shed,450,10,2009,WD,Normal,127500
0,0,0,0,0,0,,GdWo,,0,5,2007,WD,Normal,120500
0,25,0,0,0,0,,,,0,7,2009,COD,Abnorml,110000
0,85,184,0,0,0,,,,0,7,2010,WD,Normal,142000
0,0,0,0,0,0,,,,0,3,2009,WD,Normal,61000
0,144,0,0,0,0,,,,0,6,2010,New,Partial,222000
0,0,202,0,0,0,,,,0,5,2010,WD,Normal,107400
0,88,0,0,0,0,,,,0,6,2008,WD,Abnorml,193000
448,96,0,0,0,0,,,,0,10,2009,WD,Normal,197500
144,28,0,0,0,0,,,,0,5,2007,WD,Normal,113000
188,45,0,0,0,0,,,,0,6,2008,New,Partial,385000
87,0,0,0,0,0,,,,0,7,2009,WD,Normal,148500
736,68,0,0,0,0,,,,0,6,2008,WD,Normal,147500
100,75,0,0,0,0,,,,0,6,2006,WD,Normal,183200
224,0,0,0,0,0,,MnPrv,,0,7,2007,WD,Normal,259500
0,0,0,0,0,0,,,,0,11,2007,WD,Normal,239000
0,162,0,0,126,0,,,,0,12,2007,WD,Normal,141000
0,0,0,0,0,0,,,,0,3,2006,ConLD,Normal,140000
0,70,0,0,0,0,,GdPrv,,0,9,2008,WD,Normal,145900
192,36,0,0,0,0,,,,0,9,2008,WD,Normal,221000
168,24,0,0,0,0,,GdWo,,0,5,2007,WD,Normal,112000
0,0,0,0,0,0,,,,0,8,2007,WD,Normal,123600
486,40,0,0,175,0,,,,0,9,2008,WD,Normal,240000
0,0,0,0,0,0,,MnPrv,,0,8,2006,WD,Normal,117000
144,39,0,0,0,0,,,,0,2,2007,WD,Normal,281213
192,52,0,0,0,0,,,,0,3,2006,WD,Normal,275500
64,0,0,0,0,0,,MnPrv,,0,6,2009,WD,Normal,130000
147,21,0,0,0,0,,,,0,7,2006,New,Partial,345000
215,0,0,0,0,0,,,,0,9,2009,WD,Normal,123000
0,0,52,0,0,0,,,,0,7,2007,WD,Normal,179200
149,0,0,0,0,0,,,,0,5,2008,WD,Normal,141000
0,0,330,0,0,0,,,,0,7,2006,ConLw,Normal,144000
104,26,0,0,0,0,,,,0,7,2006,WD,Normal,127000
192,28,0,0,0,0,,,,0,6,2007,WD,Normal,194700
143,20,0,0,0,0,,,,0,5,2006,WD,Normal,215000
239,132,0,168,0,0,,,,0,3,2006,New,Partial,320000
0,50,0,0,0,0,,,,0,10,2008,WD,Normal,140000
0,0,84,0,0,0,,GdWo,,0,7,2007,WD,Normal,125000
123,110,0,0,0,0,,,,0,3,2009,WD,Abnorml,220000
670,0,0,0,0,0,,,Shed,700,8,2008,WD,Normal,228950
0,28,0,0,178,0,,MnPrv,,0,10,2008,WD,Normal,165500
0,0,0,0,0,0,,,,0,4,2009,WD,Normal,80000
156,54,0,0,0,0,,,,0,9,2009,New,Partial,402861
0,45,0,0,0,0,,,,0,11,2009,WD,Normal,227000
120,33,0,0,0,0,,,,0,10,2006,WD,Normal,216837
0,287,0,0,0,0,,,,0,12,2009,WD,Normal,107500
0,0,0,0,0,0,,,,0,10,2009,WD,Normal,100000
140,93,0,0,0,0,,,,0,5,2007,WD,Normal,194000
0,40,0,0,0,0,,,,0,5,2007,WD,Normal,150000
171,159,0,0,0,0,,,,0,9,2008,WD,Normal,230000
120,26,0,0,0,0,,,,0,7,2009,WD,Normal,173000
0,36,0,0,0,0,,,,0,5,2009,New,Partial,287090
135,0,0,0,0,0,,,,0,4,2010,WD,Normal,202900
0,98,0,0,0,0,,MnPrv,,0,9,2008,ConLD,Abnorml,79900
250,63,0,0,0,0,,,,0,7,2007,New,Partial,440000
0,172,60,0,0,0,,,,0,9,2006,WD,Family,107000
173,0,0,0,0,0,,,,0,10,2009,WD,Normal,143500
0,54,0,0,0,0,,,,0,3,2008,WD,Normal,171900
0,0,0,0,0,0,,,,0,5,2010,WD,Normal,100000
0,169,0,0,119,0,,,,0,5,2006,WD,Normal,179900
0,0,0,0,99,0,,,,0,11,2007,WD,Normal,133900
100,48,0,0,180,0,,,,0,4,2009,WD,Normal,240000
0,0,129,0,0,0,,,,0,6,2006,WD,Normal,89000
0,319,0,0,0,0,,,,0,1,2006,COD,Normal,136500
409,0,0,0,0,0,,,,0,3,2008,WD,Normal,235000
0,64,0,0,0,0,,,,0,5,2009,WD,Normal,138000
366,0,112,0,0,0,,,,0,4,2010,WD,Normal,142125
133,168,0,0,0,0,,,,0,7,2007,WD,Normal,187500
216,110,0,0,0,0,,,,0,6,2007,WD,Normal,181900
