WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Cluster,Silhouette
144,45,0,0,0,0,,,,0,12,2007,WD,Normal,6,6
0,0,192,0,0,0,,,,0,7,2006,WD,Normal,5,5
168,27,0,0,0,0,,,,0,7,2006,WD,Normal,6,6
283,86,0,0,0,0,,,,0,3,2010,WD,Normal,2,2
0,0,0,0,0,0,,,,0,7,2006,WD,Normal,5,5
0,0,234,0,0,0,,,,0,8,2006,WD,Normal,5,5
0,0,0,0,0,0,,,,0,6,2008,WD,Normal,5,5
233,48,0,0,0,0,,,,0,6,2009,WD,Normal,0,6
245,0,156,0,0,0,,,Shed,1300,7,2008,WD,Normal,0,0
144,105,0,0,0,0,,,,0,4,2009,WD,Normal,2,2
0,44,0,0,0,0,,,,0,5,2008,WD,Normal,1,1
0,96,0,0,0,0,,MnPrv,,0,5,2009,WD,Normal,8,8
186,0,0,0,0,0,,,,0,1,2009,WD,Normal,0,6
305,189,0,0,0,0,,MnPrv,Shed,400,9,2008,WD,Normal,2,2
0,0,236,0,0,0,,,,0,3,2006,WD,Normal,5,5
0,158,0,0,0,0,,,,0,10,2006,WD,Normal,8,8
0,0,0,0,0,0,,,,0,9,2008,WD,Normal,5,5
0,244,0,0,0,0,,,,0,5,2007,WD,Normal,4,4
0,0,0,0,0,0,,,,0,4,2006,COD,Normal,5,5
192,36,0,0,0,0,,,,0,8,2009,WD,Normal,0,6
0,126,0,0,0,0,,,,0,5,2009,WD,Normal,8,8
301,0,0,0,0,0,,,,0,7,2010,WD,Normal,0,0
105,61,0,0,0,0,,,,0,2,2010,WD,Normal,6,6
0,0,0,0,0,0,,,,0,11,2008,WD,Normal,5,5
321,0,0,0,0,0,,,,0,8,2007,Oth,Abnorml,9,0
100,22,0,0,0,0,,,,0,3,2010,WD,Normal,6,6
0,0,176,0,0,0,,,,0,8,2008,WD,Normal,5,5
0,204,0,0,0,0,,,,0,7,2008,WD,Normal,4,4
120,155,0,0,0,0,,,,0,7,2008,WD,Normal,2,2
0,26,0,0,0,0,,,,0,6,2010,WD,Normal,5,5
356,0,0,0,0,0,,GdWo,,0,11,2006,WD,Normal,9,0
127,82,0,0,0,0,,,,0,4,2006,WD,Normal,2,2
0,36,0,0,0,0,,,,0,10,2007,WD,Normal,1,1
509,135,0,0,0,0,,GdPrv,,0,10,2009,WD,Normal,7,7
0,0,0,0,0,0,,,,0,8,2006,WD,Normal,5,5
156,73,0,0,0,0,,,,0,8,2007,WD,Normal,6,2
280,0,0,0,0,0,,,,0,6,2008,WD,Normal,0,0
0,0,112,0,0,0,,,,0,8,2007,WD,Normal,5,5
100,75,0,0,0,0,,,,0,4,2008,WD,Normal,6,1
0,0,0,0,0,0,,,,0,3,2010,WD,Normal,5,5
289,0,0,0,0,0,,MnPrv,,0,4,2009,WD,Normal,0,0
0,0,0,0,0,0,,MnPrv,,0,6,2007,WD,Normal,5,5
0,0,177,0,0,0,,,,0,7,2009,ConLD,Normal,5,5
192,0,0,0,0,0,,,,0,7,2009,WD,Normal,0,6
0,42,0,0,0,0,,,,0,9,2008,WD,Normal,1,1
255,57,0,0,0,0,,,,0,8,2007,WD,Normal,0,0
0,0,0,0,0,0,,,,0,5,2009,WD,Normal,5,5
304,0,0,0,0,0,,,,0,11,2006,WD,Normal,9,0
0,45,0,0,189,0,,,,0,9,2008,WD,Normal,1,1
0,88,216,0,0,0,,,,0,11,2007,WD,Normal,1,1
0,0,0,0,0,0,,MnPrv,,0,5,2006,WD,Normal,5,5
140,0,252,0,0,0,,GdWo,,0,7,2006,WD,Normal,6,6
0,50,0,0,0,0,,,,0,5,2010,WD,Normal,1,1
0,0,0,0,189,0,,MnPrv,,0,5,2008,COD,Abnorml,5,5
0,140,0,0,0,0,,,,0,6,2006,New,Partial,8,8
143,20,0,0,0,0,,,,0,5,2009,WD,Normal,6,6
356,0,0,0,0,0,,,,0,6,2009,WD,Normal,9,0
0,72,0,0,0,0,,,,0,3,2009,WD,Normal,1,1
148,0,0,0,147,0,,,,0,11,2006,WD,Normal,6,6
0,312,0,0,0,0,,,,0,5,2009,WD,Normal,4,4
216,56,0,0,0,0,,,,0,5,2008,WD,Normal,0,6
0,56,0,0,0,0,,,,0,7,2009,WD,Normal,1,1
178,51,0,0,0,0,,,,0,7,2007,WD,Normal,6,6
208,114,0,0,0,0,,,,0,7,2009,New,Partial,2,2
0,146,0,0,0,0,,,,0,7,2007,WD,Normal,8,8
0,0,0,0,0,0,,,Shed,450,8,2007,WD,Normal,5,5
0,0,0,0,0,0,,,,0,4,2006,New,Partial,5,5
0,0,0,407,0,0,,,,0,7,2008,WD,Normal,5,5
0,98,0,0,40,0,,,,0,5,2009,WD,Normal,8,8
224,0,0,0,0,0,,,,0,7,2006,WD,Normal,0,6
0,130,0,130,0,0,,,,0,10,2006,WD,Normal,8,8
0,42,0,0,0,0,,MnPrv,,0,11,2006,WD,Normal,1,1
201,39,0,0,0,0,,,,0,10,2009,WD,Normal,0,6
0,94,0,0,291,0,,,,0,12,2009,WD,Normal,8,8
302,0,0,0,100,0,,,,0,10,2009,WD,Normal,0,0
144,68,0,0,0,0,,,,0,7,2009,WD,Normal,6,6
196,82,0,0,0,0,,,,0,2,2010,WD,Normal,2,2
155,24,145,0,0,0,,,Gar2,8300,8,2007,WD,Normal,6,6
208,406,0,0,0,0,,,,0,10,2007,New,Partial,3,3
0,0,116,0,0,0,,,,0,5,2008,WD,Normal,5,5
168,0,0,0,0,0,,,Shed,400,5,2007,WD,Normal,6,6
0,82,0,0,0,0,,,,0,10,2006,WD,Normal,1,1
335,0,0,0,0,0,,GdPrv,,0,4,2010,WD,Abnorml,9,0
0,0,0,0,0,0,,,,0,1,2007,WD,Normal,5,5
0,172,0,0,0,0,,,,0,6,2010,WD,Normal,8,8
144,20,0,0,0,0,,,,0,5,2006,WD,Normal,6,6
0,152,0,0,0,0,,,,0,4,2009,WD,Normal,8,8
0,0,0,0,0,0,,,,0,6,2006,WD,Normal,5,5
55,0,0,216,0,0,,,,0,10,2008,COD,Abnorml,5,5
0,0,0,0,0,0,,MnPrv,,0,8,2007,WD,Normal,5,5
0,50,0,0,0,0,,,,0,5,2006,New,Partial,1,1
0,0,44,0,0,0,,,,0,8,2009,WD,Normal,5,5
0,265,0,0,0,0,,,,0,8,2007,WD,Abnorml,4,4
132,0,0,0,0,0,,,,0,2,2009,WD,Normal,6,6
0,0,0,0,0,0,,,,0,5,2008,WD,Normal,5,5
0,84,0,196,0,0,,,,0,1,2007,WD,Normal,1,1
208,75,0,0,374,0,,,,0,6,2006,WD,Normal,2,2
0,0,0,0,145,0,,MnPrv,,0,6,2009,WD,Normal,5,5
0,40,0,0,0,0,,,,0,8,2007,WD,Normal,1,1
0,69,0,0,0,0,,,,0,7,2008,WD,Normal,1,1
116,0,0,180,0,0,,MnPrv,,0,6,2007,WD,Normal,6,6
168,95,0,0,0,0,,,,0,4,2010,New,Partial,2,2
182,0,0,0,0,0,,,,0,10,2006,WD,Normal,0,6
240,0,0,0,0,0,,MnPrv,,0,12,2007,WD,Normal,0,0
0,27,0,0,0,0,,,,0,6,2010,WD,Normal,1,5
0,35,0,0,0,0,,MnWw,,0,4,2009,WD,Normal,1,1
0,0,0,0,0,0,,,,0,5,2008,WD,Normal,5,5
106,0,0,0,0,0,,,,0,5,2010,WD,Normal,6,6
0,0,0,0,0,0,,,,0,2,2006,WD,Normal,5,5
48,0,244,0,0,0,,MnWw,,0,9,2009,WD,Normal,5,5
0,0,0,0,126,0,,MnPrv,,0,8,2007,WD,Normal,5,5
165,44,0,0,0,0,,,,0,9,2009,COD,Abnorml,6,6
100,36,0,0,0,0,,,,0,12,2007,New,Partial,6,6
280,238,0,0,0,0,,,,0,6,2008,WD,Normal,4,4
0,0,0,0,0,0,,,,0,7,2006,WD,Family,5,5
104,100,0,0,0,0,,,,0,5,2007,WD,Normal,2,2
0,72,0,0,252,0,,,,0,6,2009,WD,Normal,1,1
0,166,0,0,0,0,,,,0,4,2006,WD,Abnorml,8,8
140,45,0,0,0,0,,,,0,8,2008,WD,Normal,6,6
0,56,0,0,0,0,,,,0,6,2007,WD,Normal,1,1
380,48,0,0,0,0,,,,0,6,2007,WD,Normal,9,0
519,112,0,0,0,0,,,,0,3,2006,WD,Normal,7,7
140,0,0,0,0,0,,,,0,9,2008,WD,Normal,6,6
144,68,0,0,0,0,,,,0,9,2007,WD,Normal,6,6
0,144,0,0,0,0,,MnPrv,,0,3,2008,WD,Normal,8,8
0,0,0,0,0,0,,,,0,6,2010,WD,Normal,5,5
168,120,0,0,0,0,,,,0,10,2008,WD,Normal,2,2
100,38,0,0,0,0,,,,0,7,2008,WD,Normal,6,6
120,0,0,0,0,0,,,,0,5,2007,WD,Normal,6,6
327,64,0,0,0,0,,,,0,2,2009,WD,Normal,9,0
0,0,164,0,0,0,,MnPrv,,0,2,2010,WD,Normal,5,5
0,0,0,0,0,0,,,,0,6,2006,WD,Normal,5,5
0,0,0,0,0,0,,,,0,6,2009,WD,Alloca,5,5
88,0,0,0,0,0,,,,0,6,2008,WD,Normal,6,6
238,0,0,0,0,0,,,,0,8,2009,WD,Normal,0,0
404,102,0,0,0,0,,,,0,11,2009,WD,Normal,7,7
0,0,0,0,0,0,,GdWo,,0,9,2008,WD,Normal,5,5
0,49,0,0,0,0,,,,0,2,2007,New,Partial,1,1
468,81,0,0,0,0,,,,0,1,2006,WD,Normal,7,7
0,0,0,0,0,0,,GdWo,,0,8,2008,WD,Normal,5,5
206,0,0,0,0,0,,,,0,11,2007,WD,Normal,0,6
120,25,0,0,0,0,,,,0,7,2008,WD,Normal,6,6
0,0,0,0,0,0,,,,0,8,2008,WD,Normal,5,5
0,113,0,0,0,0,,,,0,8,2009,WD,Normal,8,8
262,24,0,0,0,0,,,,0,7,2008,WD,Normal,0,0
168,0,0,0,0,0,,,,0,7,2007,WD,Normal,6,6
80,64,0,0,0,0,,,,0,4,2007,New,Partial,1,1
0,36,190,0,0,0,,,,0,4,2006,WD,Normal,1,1
0,87,0,0,200,0,,,,0,6,2007,WD,Normal,1,1
0,98,0,0,0,0,,,Shed,500,6,2007,WD,Normal,8,8
296,44,0,0,0,0,,,,0,4,2010,WD,Normal,0,0
0,52,0,0,0,0,,GdPrv,,0,6,2007,WD,Normal,1,1
0,0,0,0,0,0,,,,0,6,2007,WD,Normal,5,5
0,162,0,0,0,0,,,,0,5,2007,WD,Normal,8,8
431,0,0,0,0,0,,,,0,9,2008,WD,Normal,9,0
0,38,0,0,0,0,,,,0,4,2010,WD,Normal,1,1
0,38,0,0,0,0,,,,0,2,2006,WD,Normal,1,1
0,0,0,0,0,0,,,,0,6,2006,WD,Normal,5,5
0,0,0,0,0,0,,MnPrv,,0,11,2009,COD,Normal,5,5
0,48,143,0,0,0,,,,0,7,2007,WD,Normal,1,1
418,0,194,0,0,0,,,,0,6,2008,WD,Normal,9,0
0,0,0,0,0,0,,,,0,7,2006,WD,Normal,5,5
0,0,0,0,0,0,,MnPrv,,0,6,2009,WD,Family,5,5
371,0,0,0,0,0,,,,0,2,2009,WD,Normal,9,0
0,0,0,0,0,0,,MnPrv,,0,1,2008,WD,Normal,5,5
120,72,0,0,0,0,,,Shed,700,5,2009,WD,Normal,6,6
180,130,0,0,0,0,,,,0,6,2007,WD,Normal,2,2
144,99,0,0,0,0,,,,0,10,2008,WD,Normal,2,2
224,137,0,0,0,0,,,,0,3,2008,WD,Normal,2,2
0,0,0,0,0,0,,,,0,12,2006,WD,Abnorml,5,5
0,0,90,0,0,0,,,,0,5,2006,WD,Normal,5,5
0,90,0,0,0,0,,,,0,8,2006,New,Partial,8,1
0,22,0,0,0,0,,,,0,8,2007,New,Partial,5,5
0,0,0,0,0,0,,,,0,10,2006,WD,Normal,5,5
195,130,0,0,0,0,,,,0,10,2009,New,Partial,2,2
220,21,0,0,0,0,,,,0,6,2007,WD,Normal,0,6
0,0,0,0,0,0,,GdPrv,,0,5,2010,WD,Normal,5,5
0,0,0,0,0,0,,,,0,4,2010,WD,Normal,5,5
0,40,0,0,0,0,,,,0,5,2007,WD,Normal,1,1
268,0,0,0,0,0,,,,0,4,2010,WD,Normal,0,0
0,0,0,168,0,0,,GdPrv,,0,6,2009,WD,Normal,5,5
0,118,0,0,233,0,,,,0,1,2009,COD,Abnorml,8,8
0,0,0,0,184,0,,,,0,6,2007,WD,Normal,5,5
64,0,39,0,0,0,,,,0,4,2007,WD,Normal,5,5
728,20,0,0,0,0,,GdPrv,,0,6,2006,WD,Normal,7,7
0,35,0,0,0,0,,,,0,8,2006,New,Partial,1,1
81,207,0,0,224,0,,,,0,10,2007,WD,Normal,4,4
120,49,0,0,0,0,,,,0,10,2007,WD,Normal,6,6
0,120,0,0,0,0,,,,0,5,2006,New,Partial,8,8
0,40,0,0,0,0,,,,0,2,2010,WD,Normal,1,1
168,228,0,0,0,0,,,,0,12,2007,New,Partial,4,4
216,0,0,0,0,0,,,,0,3,2009,WD,Abnorml,0,6
0,40,0,0,0,0,,,,0,4,2006,WD,Normal,1,1
55,0,0,0,0,0,,,,0,6,2009,WD,Normal,5,5
66,0,0,0,0,0,,GdWo,,0,11,2009,WD,Normal,5,5
367,0,0,0,0,0,,,,0,5,2010,WD,Normal,9,0
136,0,115,0,0,0,,,,0,3,2007,WD,Normal,6,6
263,0,0,0,0,0,,GdWo,Shed,450,5,2010,WD,Normal,0,0
58,0,0,0,0,0,,MnPrv,,0,3,2009,WD,Normal,5,5
0,4,0,0,0,0,,,,0,1,2008,WD,Normal,5,5
0,176,0,0,0,0,,,,0,6,2007,WD,Normal,8,8
100,24,0,0,0,0,,,,0,7,2007,New,Partial,6,6
192,0,0,0,0,0,,,,0,2,2006,WD,Normal,0,6
140,0,0,0,0,0,,,,0,5,2009,WD,Normal,6,6
196,134,0,0,0,0,,,,0,8,2008,New,Partial,2,2
0,0,208,0,0,0,,,,0,5,2009,WD,Normal,5,5
0,0,0,0,90,0,,,,0,7,2008,WD,Normal,5,5
0,47,120,0,0,0,,,,0,9,2006,COD,Normal,1,1
214,292,0,0,0,480,Gd,,,0,1,2008,New,Partial,4,4
316,28,0,0,0,0,,GdWo,,0,6,2007,WD,Normal,9,0
0,150,0,0,0,0,,,,0,12,2009,New,Partial,8,8
0,0,0,0,156,0,,,,0,5,2008,WD,Normal,5,5
0,80,0,290,0,0,,,,0,6,2006,WD,Normal,1,1
0,0,0,0,0,0,,,,0,11,2006,ConLI,Abnorml,5,5
0,108,0,0,0,0,,,,0,2,2008,WD,Normal,8,8
0,20,0,0,192,0,,,,0,6,2007,WD,Normal,5,5
187,56,0,0,0,0,,,,0,4,2009,WD,Normal,6,6
0,54,20,0,0,0,,,,0,12,2008,WD,Normal,1,1
160,22,0,0,0,0,,,,0,5,2007,WD,Normal,6,6
180,0,0,0,0,0,,MnPrv,Shed,2000,5,2010,WD,Normal,0,6
0,0,0,0,0,0,,,,0,7,2006,WD,Normal,5,5
0,0,0,0,168,0,,,,0,6,2010,WD,Normal,5,5
0,0,0,0,0,0,,,,0,9,2006,WD,Normal,5,5
168,55,0,0,0,0,,,,0,7,2006,New,Partial,6,6
0,0,192,0,0,0,,,,0,3,2007,WD,Normal,5,5
120,0,0,0,0,0,,,,0,3,2009,WD,Normal,6,6
0,0,99,0,0,0,,,,0,4,2007,WD,Normal,5,5
36,56,0,0,0,0,,,,0,7,2006,WD,Abnorml,1,1
235,204,228,0,0,0,,,Shed,350,11,2009,WD,Normal,2,2
0,45,0,0,0,0,,,,0,6,2008,WD,Normal,1,1
224,42,0,0,0,0,,,,0,10,2008,WD,Normal,0,6
0,0,0,0,0,0,,,,0,3,2007,WD,Normal,5,5
536,90,0,0,0,0,,MnPrv,,0,8,2007,WD,Normal,7,7
303,30,0,0,0,0,,,,0,7,2009,WD,Normal,9,0
0,48,0,0,0,0,,,,0,8,2008,ConLD,Normal,1,1
0,0,137,0,0,0,,GdWo,,0,7,2009,WD,Normal,5,5
192,60,0,0,0,0,,,,0,11,2007,WD,Normal,6,6
0,0,0,0,0,0,,,,0,5,2008,WD,Normal,5,5
160,50,0,0,0,0,,,,0,5,2009,WD,Normal,6,6
0,96,0,245,0,0,,,,0,5,2008,WD,Normal,8,8
0,0,0,0,0,0,,MnPrv,,0,7,2010,WD,Normal,5,5
353,0,0,0,90,0,,MnPrv,,0,2,2010,WD,Normal,9,0
0,0,0,0,0,0,,,,0,7,2007,CWD,Normal,5,5
342,40,0,0,0,0,,MnPrv,,0,12,2009,WD,Normal,9,0
0,0,0,0,0,0,,MnPrv,,0,6,2010,WD,Normal,5,5
38,144,0,0,0,0,,,,0,4,2006,WD,Normal,8,8
0,100,0,0,0,0,,,,0,9,2006,New,Partial,8,8
0,16,0,0,0,0,,,,0,4,2009,WD,Normal,5,5
0,48,0,0,0,0,,,,0,3,2008,WD,Normal,1,1
88,15,0,0,0,0,,GdWo,,0,8,2007,CWD,Family,6,6
0,72,0,0,170,0,,,,0,4,2009,WD,Normal,1,1
0,0,84,0,0,0,,,,0,6,2008,WD,Normal,5,5
361,76,0,0,0,0,,,,0,7,2006,WD,Normal,9,0
224,114,0,0,0,0,,,,0,6,2007,WD,Abnorml,2,2
0,0,0,0,0,0,,,,0,7,2009,WD,Normal,5,5
0,0,0,0,0,0,,MnPrv,,0,5,2010,WD,Normal,5,5
0,45,0,0,0,0,,,,0,3,2006,New,Partial,1,1
0,0,0,0,0,0,,,,0,2,2007,WD,Normal,5,5
168,108,0,0,0,0,,,,0,7,2009,New,Partial,2,2
74,0,128,0,0,0,,MnPrv,,0,5,2009,WD,Normal,5,5
0,0,0,0,0,0,,,,0,4,2008,WD,Normal,5,5
207,0,96,0,0,0,,,,0,7,2006,WD,Normal,0,6
328,128,0,0,189,0,,,,0,6,2008,WD,Normal,2,2
156,90,0,0,0,0,,GdPrv,,0,6,2010,WD,Normal,2,2
147,0,0,0,0,0,,,,0,7,2009,WD,Normal,6,6
100,25,0,0,0,0,,,,0,7,2007,WD,Normal,6,6
0,0,116,0,0,0,,,,0,8,2006,WD,Normal,5,5
0,140,0,0,0,0,,,,0,5,2008,New,Partial,8,8
192,25,0,0,0,0,,,,0,6,2009,WD,Normal,0,6
0,64,0,0,0,0,,,,0,4,2007,WD,Normal,1,1
335,0,0,0,0,0,,GdWo,,0,7,2009,WD,Normal,9,0
192,62,0,0,0,0,,,,0,8,2007,New,Partial,6,6
100,16,0,0,0,0,,,,0,3,2008,WD,Normal,6,6
0,102,0,0,0,0,,,,0,9,2009,New,Partial,8,8
0,0,214,0,0,0,,GdPrv,,0,11,2007,WD,Normal,5,5
260,0,0,0,0,0,,,,0,6,2009,WD,Normal,0,0
394,0,0,0,0,0,,,,0,6,2006,WD,Normal,9,0
0,40,0,0,0,0,,,,0,12,2009,WD,Normal,1,1
0,151,0,0,0,0,,,,0,5,2006,WD,AdjLand,8,8
0,61,0,0,0,0,,,,0,2,2008,WD,Normal,1,1
0,0,0,0,192,0,,MnPrv,,0,6,2007,WD,Normal,5,5
486,0,0,0,225,0,,,,0,6,2009,WD,Abnorml,9,0
100,0,0,0,0,0,,,,0,5,2008,WD,Normal,6,6
0,24,0,0,192,0,,,,0,7,2007,WD,Normal,5,5
0,0,0,0,0,0,,,,0,5,2010,WD,Normal,5,5
0,70,0,0,0,0,,,,0,8,2006,WD,Normal,1,1
0,0,0,0,0,0,,,,0,11,2009,WD,Normal,5,5
0,0,0,0,163,0,,GdPrv,,0,5,2008,WD,Normal,5,5
0,0,0,0,143,0,,,,0,4,2010,WD,Normal,5,5
36,24,0,0,0,0,,,,0,6,2009,WD,Normal,5,5
441,35,0,0,0,0,,,,0,6,2006,WD,Normal,9,0
0,113,0,0,0,0,,,,0,6,2006,WD,Normal,8,8
53,0,0,0,0,0,,,,0,6,2006,WD,Normal,5,5
0,0,0,0,0,0,,,,0,11,2008,WD,Normal,5,5
224,0,0,0,0,0,,,,0,8,2008,WD,Abnorml,0,6
